segment_id,speech_id,date,party,sentence_idx,mention_text,mention_type,masked_sentence,animal,cargo,disease,flood_tide,machine,vermin,invasion,threat
850204646_4,850204646,19580501,Unknown,0,alien,direct,Upon the granting of permanent residence to such [MASK] as provided for in this act . the Secretary of State shall instruct the proper quotacontrol officer to deduct one number from the approproiate quota for the first year that such quota is available .,0.00013260432751849294,1.1239748346270062e-05,2.6837824407266453e-06,6.831970040366286e-06,1.0099527571583167e-05,8.327722866852127e-07,0.000123837569844909,5.101062924950384e-06
850204646_4,850204646,19580501,Unknown,0,alien,direct,Upon the granting of permanent residence to such [MASK] as provided for in this act . the Secretary of State shall instruct the proper quotacontrol officer to deduct one number from the approproiate quota for the first year that such quota is available .,0.00013260429841466248,1.1239746527280658e-05,2.6837824407266453e-06,6.831968676124234e-06,1.0099525752593763e-05,8.32772172998375e-07,0.00012383755529299378,5.101062470203033e-06
900140279_16,900140279,19671011,Unknown,0,alien,direct,( 4 ) . or ( 5 ) of section 203(a ) . or to an immediate relative n status under section 201(b ) . or by any [MASK] lawfully admitted for permanent residence claiming that an alien outside the United States is entitled to a preference status by reason of the relationship described in section 203 ( a ) ( 2 ) . the Board shall have jurisdiction to review any determination of a United States consular officer refusing an immigrant visa . or revoking an immigrant visa issued . to any such alien outside the United States who has applied for classification as a preference immigrant described in any such paragraph or as an immediate relative .,0.00020441997912712395,3.38756876772095e-06,1.585843392604147e-06,3.2414529869129183e-06,2.8745262170559727e-05,2.34697608902934e-06,9.62681369856e-05,9.621488061384298e-06
900140279_16,900140279,19671011,Unknown,1,alien,direct,( 4 ) . or ( 5 ) of section 203(a ) . or to an immediate relative n status under section 201(b ) . or by any alien lawfully admitted for permanent residence claiming that an [MASK] outside the United States is entitled to a preference status by reason of the relationship described in section 203 ( a ) ( 2 ) . the Board shall have jurisdiction to review any determination of a United States consular officer refusing an immigrant visa . or revoking an immigrant visa issued . to any such alien outside the United States who has applied for classification as a preference immigrant described in any such paragraph or as an immediate relative .,1.3372241483011749e-05,1.7656823558809265e-07,9.862073966360185e-07,2.0424804958452114e-08,6.683754918412887e-07,9.393802713475452e-08,7.485643436666578e-05,1.2163036444690078e-07
900140279_16,900140279,19671011,Unknown,2,immigrant,direct,( 4 ) . or ( 5 ) of section 203(a ) . or to an immediate relative n status under section 201(b ) . or by any alien lawfully admitted for permanent residence claiming that an alien outside the United States is entitled to a preference status by reason of the relationship described in section 203 ( a ) ( 2 ) . the Board shall have jurisdiction to review any determination of a United States consular officer refusing an [MASK] visa . or revoking an immigrant visa issued . to any such alien outside the United States who has applied for classification as a preference immigrant described in any such paragraph or as an immediate relative .,7.541697414126247e-06,1.255416350431915e-06,4.4440389501687605e-06,4.979921754966199e-07,2.3688595263138268e-07,2.1458288301801076e-07,0.00017284172645304352,1.2514396985352505e-06
900140279_16,900140279,19671011,Unknown,3,immigrant,direct,( 4 ) . or ( 5 ) of section 203(a ) . or to an immediate relative n status under section 201(b ) . or by any alien lawfully admitted for permanent residence claiming that an alien outside the United States is entitled to a preference status by reason of the relationship described in section 203 ( a ) ( 2 ) . the Board shall have jurisdiction to review any determination of a United States consular officer refusing an immigrant visa . or revoking an [MASK] visa issued . to any such alien outside the United States who has applied for classification as a preference immigrant described in any such paragraph or as an immediate relative .,3.24948996421881e-05,7.5469351941137575e-06,1.8374423234490678e-05,2.430514541629236e-06,1.6003689324861625e-06,9.191711001221847e-07,0.0005321144126355648,2.2548192646354437e-06
900140279_16,900140279,19671011,Unknown,4,alien,direct,( 4 ) . or ( 5 ) of section 203(a ) . or to an immediate relative n status under section 201(b ) . or by any alien lawfully admitted for permanent residence claiming that an alien outside the United States is entitled to a preference status by reason of the relationship described in section 203 ( a ) ( 2 ) . the Board shall have jurisdiction to review any determination of a United States consular officer refusing an immigrant visa . or revoking an immigrant visa issued . to any such [MASK] outside the United States who has applied for classification as a preference immigrant described in any such paragraph or as an immediate relative .,2.8112004656577483e-05,1.8193662754129036e-06,6.794945761612325e-08,1.8186909755968372e-07,7.660646019758133e-07,3.062468181269651e-07,1.7993324945564382e-05,2.157693870685762e-06
900140279_16,900140279,19671011,Unknown,5,immigrant,direct,( 4 ) . or ( 5 ) of section 203(a ) . or to an immediate relative n status under section 201(b ) . or by any alien lawfully admitted for permanent residence claiming that an alien outside the United States is entitled to a preference status by reason of the relationship described in section 203 ( a ) ( 2 ) . the Board shall have jurisdiction to review any determination of a United States consular officer refusing an immigrant visa . or revoking an immigrant visa issued . to any such alien outside the United States who has applied for classification as a preference [MASK] described in any such paragraph or as an immediate relative .,3.2440452741866466e-06,6.814781045250129e-06,2.1734435904363636e-06,4.269392377409531e-07,4.261262347426964e-07,7.879610564032191e-08,1.0354837286286056e-05,1.4701945474371314e-06
900140279_16,900140279,19671011,Unknown,6,alien,direct,Each [MASK] shall be informed of the review procedure available under this subsection when a determination refusing or revoking an immigrant visa to him is made by a consular officer .,3.135261431452818e-05,2.2894215362612158e-05,7.007578233242384e-07,2.119401415257016e-06,1.7472191757406108e-05,1.0672833013813943e-05,0.0011510371696203947,1.06451607280178e-05
900140279_16,900140279,19671011,Unknown,7,immigrant,direct,Each alien shall be informed of the review procedure available under this subsection when a determination refusing or revoking an [MASK] visa to him is made by a consular officer .,4.584746420732699e-05,2.0882862372673117e-05,7.3011328822758514e-06,3.867572104354622e-06,2.2406843527278397e-06,3.7160418742132606e-07,0.00015456165419891477,1.7390638049619156e-06
