segment_id,speech_id,date,party,sentence_idx,mention_text,mention_type,masked_sentence,animal,cargo,disease,flood_tide,machine,vermin,invasion,threat
870127885_52,870127885,19610911,R,0,Mexican workers,nat_role,Mexican [MASK] . under the bill now before the Senate . will not be available for employment in other than temporary or seasonal occupations or to operate or maintain powerdriven machinery . unless a determination is made by the Secretary of Labor that to do otherwise would invoke an undue hardship .,1.2240938303875737e-05,8.811738371150568e-05,1.0178720003750641e-05,1.031889405567199e-05,0.00011716245353454724,2.3817825422156602e-05,0.003869820386171341,1.7219967048731633e-05
870127885_52,870127885,19610911,R,1,Mexican workers,nat_role,Particularly important is the provision that Mexican [MASK] will not be made available unless the employer pays both domestic and Mexican workers not less than the prevailing wage paid in the area to domestic workers engaged in similar work .,1.0510461834201124e-05,0.000959879020228982,2.8377212402119767e-06,4.419786137077608e-07,3.54445401171688e-05,5.398715074989013e-07,0.00012630035053007305,1.614071607036749e-06
870127885_52,870127885,19610911,R,2,Mexican workers,nat_role,Particularly important is the provision that Mexican workers will not be made available unless the employer pays both domestic and Mexican [MASK] not less than the prevailing wage paid in the area to domestic workers engaged in similar work .,8.48429522193328e-07,5.21338006365113e-06,1.0700599517576848e-07,2.0645170906163912e-08,4.933062882628292e-07,8.151596375682857e-08,2.5847328288364224e-05,6.758136095186273e-08
870127885_52,870127885,19610911,R,3,Mexican workers,nat_role,The bill also prohibits the furnishing of Mexican [MASK] for some processing activities .,0.0013397581642493606,0.04733224958181381,7.035290764179081e-06,7.2206776167149656e-06,0.00129142333753407,1.2929512195114512e-05,0.0013200369430705905,6.655116067122435e-06
870127885_52,870127885,19610911,R,4,Mexican,nationality,If . in the implementation of the [MASK] labor program . domestic workers are being adversely affected . then there is something wrong not with the Congress but with the administration of that program by the Department of Labor .,6.341663538478315e-05,6.933442818990443e-06,1.011841777653899e-05,2.17705328395823e-05,5.7059034588746727e-05,7.414171250275103e-06,0.000827344658318907,5.140861958352616e-06
870127885_52,870127885,19610911,R,5,Migrant,direct,""" of the [MASK] Labor Agreement of 1951 . as amended . entered into between the Governments of Mexico and the United States of America . already provides . in part : The employer shall pay the Mexican worker not less than the prevailing wage rate paid to domestic workers for similar work at the time the work is performed and in the manner paid within the area of employment . or at the rate specified in the work contract . whichever is higher .",1.4242439647205174e-05,6.087811925681308e-06,3.6242238365957746e-07,1.0723452987804194e-06,1.5082704521773849e-05,1.0441742688271916e-06,7.249556801980361e-05,6.737242870258342e-07
870127885_52,870127885,19610911,R,6,Mexican worker,nat_role,""" of the Migrant Labor Agreement of 1951 . as amended . entered into between the Governments of Mexico and the United States of America . already provides . in part : The employer shall pay the Mexican [MASK] not less than the prevailing wage rate paid to domestic workers for similar work at the time the work is performed and in the manner paid within the area of employment . or at the rate specified in the work contract . whichever is higher .",2.244484676339198e-06,8.226621503126808e-06,3.86992439871392e-07,6.2934719835539e-07,2.4997709260787815e-05,2.4324810965481447e-06,0.0004097725613974035,7.005460702202981e-06
880078606_34,880078606,19630815,D,0,Mexican nationals,nat_role,Texas brought in 36.000 Mexican [MASK] . while at the same time Texas had 174.000 domestic workers listed as unemployed .,2.1822781945957104e-06,1.5554853234789334e-05,1.5853829609113745e-06,1.1830496760012466e-06,5.641022653435357e-06,1.6077414102255716e-06,0.011470665223896503,5.494143238138349e-07
880078606_34,880078606,19630815,D,1,Mexican nationals,nat_role,Twelve thousand Mexican [MASK] were contracted for in Arkansas . which had an average of 42.000 domestic workers unemployed at the same time .,1.1254825039941352e-05,1.9970098946942016e-05,5.203182354307501e-06,1.0230132829747163e-06,4.3436619307613e-05,4.8438259909744374e-06,0.004311185330152512,5.869800361324451e-07
880078606_34,880078606,19630815,D,2,Mexican nationals,nat_role,This does not mean that all the unemployed have the skills or the stamina to perform the tasks which are performed by imported farm workers . but unless some steps are taken to insure that domestic workers will be offered terms comparable to those not only offered but also guaranteed to Mexican [MASK] . it will never be possible to determine how many domestic workers could be employed . or how many of those who are unemployed in Detroit would respond to the demand for workers to pick cucumbers or cherries or other fruit and vegetable crops if the conditions of work were at least comparable to those offered to Mexican nationals . and . beyond that . if the conditions and terms were reasonably comparable to the terms and conditions offered to industrial workers in a city of that State .,1.0789939608457644e-07,4.114978764846455e-06,2.6415586162897853e-08,6.968022603359714e-08,1.8946273030451266e-06,1.8769762277770496e-07,2.842433241312392e-05,1.9497829839565384e-07
880078606_34,880078606,19630815,D,3,Mexican nationals,nat_role,This does not mean that all the unemployed have the skills or the stamina to perform the tasks which are performed by imported farm workers . but unless some steps are taken to insure that domestic workers will be offered terms comparable to those not only offered but also guaranteed to Mexican nationals . it will never be possible to determine how many domestic workers could be employed . or how many of those who are unemployed in Detroit would respond to the demand for workers to pick cucumbers or cherries or other fruit and vegetable crops if the conditions of work were at least comparable to those offered to Mexican [MASK] . and . beyond that . if the conditions and terms were reasonably comparable to the terms and conditions offered to industrial workers in a city of that State .,3.2670033078829874e-07,8.852400242176373e-06,3.8386858136618685e-08,1.6129293101130315e-07,4.338447070040274e-06,4.614631450294837e-07,0.0001145565474871546,2.5382479407198844e-07
880078606_34,880078606,19630815,D,4,Mexican nationals,nat_role,There is no reasonunless we wish to commit agriculture generally and agricultural workers in particular to a kind of second- . third- . or fourthclass economic citizenshipwhy we should not be concerned to see to it that such workers receive comparable wages and have working conditions comparable to those provided Mexican [MASK] brought in to work in the fields . and also wages and conditions comparable to those under which American citizens work in the factories and offices of this land .,5.361033345252508e-06,2.8544867745949887e-05,6.105946113166283e-07,6.657176072621951e-07,1.5711017113062553e-05,3.6574147088686004e-06,0.004608937073498964,9.325030418949609e-07
870127885_52,870127885,19610911,R,0,Mexican workers,nat_role,Mexican [MASK] . under the bill now before the Senate . will not be available for employment in other than temporary or seasonal occupations or to operate or maintain powerdriven machinery . unless a determination is made by the Secretary of Labor that to do otherwise would invoke an undue hardship .,1.2240938303875737e-05,8.811738371150568e-05,1.0178720003750641e-05,1.031889405567199e-05,0.00011716245353454724,2.3817825422156602e-05,0.003869820386171341,1.7219967048731633e-05
870127885_52,870127885,19610911,R,1,Mexican workers,nat_role,Particularly important is the provision that Mexican [MASK] will not be made available unless the employer pays both domestic and Mexican workers not less than the prevailing wage paid in the area to domestic workers engaged in similar work .,1.0510461834201124e-05,0.000959879020228982,2.8377212402119767e-06,4.419786137077608e-07,3.54445401171688e-05,5.398715074989013e-07,0.00012630035053007305,1.614071607036749e-06
870127885_52,870127885,19610911,R,2,Mexican workers,nat_role,Particularly important is the provision that Mexican workers will not be made available unless the employer pays both domestic and Mexican [MASK] not less than the prevailing wage paid in the area to domestic workers engaged in similar work .,8.48429522193328e-07,5.21338006365113e-06,1.0700599517576848e-07,2.0645170906163912e-08,4.933062882628292e-07,8.151596375682857e-08,2.5847328288364224e-05,6.758136095186273e-08
870127885_52,870127885,19610911,R,3,Mexican workers,nat_role,The bill also prohibits the furnishing of Mexican [MASK] for some processing activities .,0.0013397581642493606,0.04733224958181381,7.035290764179081e-06,7.2206776167149656e-06,0.00129142333753407,1.2929512195114512e-05,0.0013200369430705905,6.655116067122435e-06
870127885_52,870127885,19610911,R,4,Mexican,nationality,If . in the implementation of the [MASK] labor program . domestic workers are being adversely affected . then there is something wrong not with the Congress but with the administration of that program by the Department of Labor .,6.341663538478315e-05,6.933442818990443e-06,1.011841777653899e-05,2.17705328395823e-05,5.7059034588746727e-05,7.414171250275103e-06,0.000827344658318907,5.140861958352616e-06
870127885_52,870127885,19610911,R,5,Migrant,direct,""" of the [MASK] Labor Agreement of 1951 . as amended . entered into between the Governments of Mexico and the United States of America . already provides . in part : The employer shall pay the Mexican worker not less than the prevailing wage rate paid to domestic workers for similar work at the time the work is performed and in the manner paid within the area of employment . or at the rate specified in the work contract . whichever is higher .",1.4242439647205174e-05,6.087811925681308e-06,3.6242238365957746e-07,1.0723452987804194e-06,1.5082704521773849e-05,1.0441742688271916e-06,7.249556801980361e-05,6.737242870258342e-07
870127885_52,870127885,19610911,R,6,Mexican worker,nat_role,""" of the Migrant Labor Agreement of 1951 . as amended . entered into between the Governments of Mexico and the United States of America . already provides . in part : The employer shall pay the Mexican [MASK] not less than the prevailing wage rate paid to domestic workers for similar work at the time the work is performed and in the manner paid within the area of employment . or at the rate specified in the work contract . whichever is higher .",2.244484676339198e-06,8.226621503126808e-06,3.86992439871392e-07,6.2934719835539e-07,2.4997709260787815e-05,2.4324810965481447e-06,0.0004097725613974035,7.005460702202981e-06
880078606_34,880078606,19630815,D,0,Mexican nationals,nat_role,Texas brought in 36.000 Mexican [MASK] . while at the same time Texas had 174.000 domestic workers listed as unemployed .,2.1822781945957104e-06,1.5554853234789334e-05,1.5853829609113745e-06,1.1830496760012466e-06,5.641022653435357e-06,1.6077414102255716e-06,0.011470665223896503,5.494143238138349e-07
880078606_34,880078606,19630815,D,1,Mexican nationals,nat_role,Twelve thousand Mexican [MASK] were contracted for in Arkansas . which had an average of 42.000 domestic workers unemployed at the same time .,1.1254825039941352e-05,1.9970098946942016e-05,5.203182354307501e-06,1.0230132829747163e-06,4.3436619307613e-05,4.8438259909744374e-06,0.004311185330152512,5.869800361324451e-07
880078606_34,880078606,19630815,D,2,Mexican nationals,nat_role,This does not mean that all the unemployed have the skills or the stamina to perform the tasks which are performed by imported farm workers . but unless some steps are taken to insure that domestic workers will be offered terms comparable to those not only offered but also guaranteed to Mexican [MASK] . it will never be possible to determine how many domestic workers could be employed . or how many of those who are unemployed in Detroit would respond to the demand for workers to pick cucumbers or cherries or other fruit and vegetable crops if the conditions of work were at least comparable to those offered to Mexican nationals . and . beyond that . if the conditions and terms were reasonably comparable to the terms and conditions offered to industrial workers in a city of that State .,1.0789939608457644e-07,4.114978764846455e-06,2.6415586162897853e-08,6.968022603359714e-08,1.8946273030451266e-06,1.8769762277770496e-07,2.842433241312392e-05,1.9497829839565384e-07
880078606_34,880078606,19630815,D,3,Mexican nationals,nat_role,This does not mean that all the unemployed have the skills or the stamina to perform the tasks which are performed by imported farm workers . but unless some steps are taken to insure that domestic workers will be offered terms comparable to those not only offered but also guaranteed to Mexican nationals . it will never be possible to determine how many domestic workers could be employed . or how many of those who are unemployed in Detroit would respond to the demand for workers to pick cucumbers or cherries or other fruit and vegetable crops if the conditions of work were at least comparable to those offered to Mexican [MASK] . and . beyond that . if the conditions and terms were reasonably comparable to the terms and conditions offered to industrial workers in a city of that State .,3.2670033078829874e-07,8.852400242176373e-06,3.8386858136618685e-08,1.6129293101130315e-07,4.338447070040274e-06,4.614631450294837e-07,0.0001145565474871546,2.5382479407198844e-07
880078606_34,880078606,19630815,D,4,Mexican nationals,nat_role,There is no reasonunless we wish to commit agriculture generally and agricultural workers in particular to a kind of second- . third- . or fourthclass economic citizenshipwhy we should not be concerned to see to it that such workers receive comparable wages and have working conditions comparable to those provided Mexican [MASK] brought in to work in the fields . and also wages and conditions comparable to those under which American citizens work in the factories and offices of this land .,5.361033345252508e-06,2.8544867745949887e-05,6.105946113166283e-07,6.657176072621951e-07,1.5711017113062553e-05,3.6574147088686004e-06,0.004608937073498964,9.325030418949609e-07
870045461_14,870045461,19610510,D,0,Mexican,nationality,Here is what you should know about it : It restricts the use of [MASK] labor to instances or areas where the Secretary of Labor certifies that . first . domestic workers . able . willing . and qualified . are not available . second . the employment of Mexican workers will not adversely affect the wages and working conditions of domestic agricultural workers similarly employed . and third . reasonable efforts have been made to attract domestic workers at comparable wages .,0.000123957812320441,8.56212318467442e-06,8.793402344053902e-07,1.0252776974084554e-06,6.890384247526526e-05,2.1981768441037275e-06,0.00029865402029827237,2.6801658350450452e-06
870045461_14,870045461,19610510,D,1,Mexican workers,nat_role,Here is what you should know about it : It restricts the use of Mexican labor to instances or areas where the Secretary of Labor certifies that . first . domestic workers . able . willing . and qualified . are not available . second . the employment of Mexican [MASK] will not adversely affect the wages and working conditions of domestic agricultural workers similarly employed . and third . reasonable efforts have been made to attract domestic workers at comparable wages .,6.288926670094952e-06,4.672669547289843e-06,1.9425002051320917e-07,5.1517574206627614e-08,8.691072252986487e-06,1.631871526797113e-07,7.616774382768199e-05,1.0736184208326449e-07
830026088_39,830026088,19530415,D,0,Mexican worker,nat_role,He must pay the Mexican [MASK] the prevailing wage in the community .,6.933159602340311e-05,1.479629281675443e-05,6.295518687693402e-06,7.895296221249737e-06,0.0002313927689101547,2.1618241589749232e-05,0.015659118071198463,3.053894397453405e-05
880250487_42,880250487,19640701,R,0,Mexican national,nat_role,It is unfortunate and beyond the growers comprehension that many people think the bracero . or Mexican [MASK] . is recruited or brought into the country at the will and whim of the groweruser .,0.0005456987419165671,8.309417898999527e-05,7.903503865236416e-05,2.2692249331157655e-05,0.0004844237118959427,0.0007932739099487662,0.010580558329820633,9.074014087673277e-05
880250487_42,880250487,19640701,R,1,Mexican national,nat_role,Not until the California Department of Employment has made wage surveys to determine the prevailing rate in the area . and not until the department has determined there are not sufficient domestic agricultural workers available will they certify a need for Mexican [MASK] supplemental workers . and even after a certification is given . domestic agricultural workers have the first opportunity for the work .,7.99793706391938e-05,1.844664257077966e-05,6.8045774241909385e-06,3.4093666272383416e-06,2.454209970892407e-05,2.525639274608693e-06,0.0019625683780759573,1.1559234280866804e-06
880250487_42,880250487,19640701,R,2,Mexican nationals,nat_role,For exampleif a grower has need for 10 workers and he receives a certification for 10 Mexican [MASK] and he pays for their recruitment and transportation to his place of employment . and then 10 domestic workers become available . the grower is required to release his Mexican nationals and employ the domestic workers . provided they are able . willing . and qualified .,2.2669707959721563e-06,1.9753328160732053e-05,1.1205064538444276e-06,1.5631295013918134e-07,1.4931098121451214e-05,6.169759672047803e-07,0.00042165580089204013,7.39158906526427e-07
880250487_42,880250487,19640701,R,3,Mexican nationals,nat_role,For exampleif a grower has need for 10 workers and he receives a certification for 10 Mexican nationals and he pays for their recruitment and transportation to his place of employment . and then 10 domestic workers become available . the grower is required to release his Mexican [MASK] and employ the domestic workers . provided they are able . willing . and qualified .,5.1728333346545696e-05,0.002179944422096014,1.0441494850965682e-05,3.28119767800672e-06,5.2832743676844984e-05,8.003948096302338e-06,0.00035637436667457223,1.7358050172333606e-05
870127291_29,870127291,19610908,Unknown,0,Mexican nationals,nat_role,This amendment fails to take into account some of the basic differences between domestic employment and the employment of Mexican [MASK] .,1.8623397409101017e-05,6.388876045093639e-06,7.967586270751781e-07,6.619942496399744e-07,1.320592036790913e-05,8.908291988518613e-07,0.001566789811477065,7.154068271120195e-07
870127291_29,870127291,19610908,Unknown,1,Mexican,nationality,The [MASK] farm labor program is designed to provide a supplementary labor force in times of peak labor needs when a sufficient supply of domestic workers is not available .,0.0002812249294947833,1.0912563993770164e-05,1.652046194067225e-05,6.37169650872238e-05,6.881463923491538e-05,1.4591913895856123e-05,0.003160701598972082,1.4837627531960607e-05
870127291_29,870127291,19610908,Unknown,2,Mexican workers,nat_role,No Mexican [MASK] can be brought in under the program unless the Secretary of Agriculture finds that they are needed .,0.14613260328769684,0.00017509385361336172,7.532427116530016e-05,3.6096580515732057e-06,0.0001679175184108317,0.00026606005849316716,0.006392067298293114,1.0402851330582052e-05
870127291_29,870127291,19610908,Unknown,3,Mexican workers,nat_role,No Mexican [MASK] can be made available in any area under existing law unless the Secretary of Labor finds that there are insufficient domestic workers .,2.027925984293688e-05,0.00015374762006103992,4.770738996739965e-06,4.733153218694497e-06,0.00010988514986820519,2.579261035862146e-06,0.0008752040448598564,2.284048605361022e-06
870127291_29,870127291,19610908,Unknown,4,Mexican worker,nat_role,No Mexican [MASK] can be made available under existing law if the Secretary of Labor finds that the employment of Mexicans will adversely affect the wages and working conditions of domestic workers .,1.3271202988107689e-05,0.00014394058962352574,6.436152943933848e-06,6.008842319715768e-06,4.666233144234866e-05,1.8542826865086681e-06,0.00035855232272297144,1.862312274170108e-05
870127291_29,870127291,19610908,Unknown,5,Mexicans,nationality,No Mexican worker can be made available under existing law if the Secretary of Labor finds that the employment of [MASK] will adversely affect the wages and working conditions of domestic workers .,0.00044954620534554124,2.869397940230556e-05,2.7344181944499724e-05,2.6238833470415557e-06,0.0005147822084836662,6.23011655989103e-05,0.0005081917624920607,1.831558984122239e-05
870127291_29,870127291,19610908,Unknown,6,Mexican worker,nat_role,Once all these determinations and certifications are made . the Mexican [MASK] must be recruited in Mexico and brought to this country .,1.9431954569881782e-05,1.2855120075982995e-05,1.375376359646907e-05,2.0407713236636482e-05,8.707887900527567e-05,1.3609793313662522e-05,0.322858989238739,1.2681612133746967e-05
870127106_15,870127106,19610908,D,0,Mexican nationals,nat_role,In these cases the use of Mexican [MASK] has frozen wages of domestic workers at these low levels .,3.9138954889494926e-05,0.0004611472541000694,5.38243621122092e-05,6.60829246044159e-05,0.0008657724247314036,1.5126924154174048e-05,0.007441749796271324,9.075331036001444e-06
870127106_15,870127106,19610908,D,1,Mexican nationals,nat_role,The 50centsanhour minimum required by agreement with Mexico . plus the fact that most of the workers are Mexican [MASK] . establishes in effect a ceiling on what is paid American workers in those areas .,1.7984592659558984e-06,3.555106786734541e-06,3.0222807367863425e-07,1.4410338735615369e-06,5.386796146922279e-06,8.907715027817176e-07,0.00012150040129199624,6.739343234585249e-07
870127106_15,870127106,19610908,D,2,Mexican,nationality,My amendment is designed to correct in some small degree the depressing effect of the [MASK] farm labor program on wages and employment opportunities of domestic workers .,6.456112714658957e-06,1.1157864037159015e-06,3.832197762676515e-06,7.797427315381356e-06,8.860177331371233e-06,3.2543434826948214e-06,0.00016000420146156102,2.7785358724941034e-07
870127106_15,870127106,19610908,D,3,Mexican,nationality,My amendment would not terminate the [MASK] farm labor program .,6.726241554133594e-05,4.866102244704962e-06,5.4821775847813115e-06,9.375617082696408e-06,1.0912621291936375e-05,5.002651505492395e-06,0.0008732069982215762,1.458659539821383e-06
870127106_15,870127106,19610908,D,4,migrant,direct,It would have no effect at all in States which have been paying [MASK] and domestic workers wages which are reasonable . at least in a relative sense . and which are higher than the national hourly farm wage .,0.00020312129345256835,4.755563713843003e-05,2.534645864216145e-05,5.566778781940229e-06,0.00020358807523734868,8.986687134893145e-06,0.00023513293126598,1.6865857332959422e-06
880110371_46,880110371,19631031,D,0,alien,direct,With an inexhaustible supply of [MASK] workers at our very borders we find . conversely . that the terms and conditions of employment offered domestic workers not only remain static but In many cases are less favorable than those offered domestic workers in areas where no alien workers are employed .,5.215293276705779e-05,1.2411646821419708e-05,6.4853375079110265e-06,9.512214091955684e-07,0.00011599464778555557,1.9871094991685823e-05,0.00036714435555040836,7.240178092615679e-06
880110371_46,880110371,19631031,D,1,alien,direct,With an inexhaustible supply of alien workers at our very borders we find . conversely . that the terms and conditions of employment offered domestic workers not only remain static but In many cases are less favorable than those offered domestic workers in areas where no [MASK] workers are employed .,7.471060962416232e-05,5.745185262640007e-06,2.1857204046682455e-06,1.77981030446972e-06,6.850525096524507e-05,7.616668881382793e-06,0.00023397209588438272,1.3830170246365014e-05
