segment_id,speech_id,date,party,sentence_idx,mention_text,mention_type,masked_sentence,animal,cargo,disease,flood_tide,machine,vermin,invasion,threat
1040192365_b000,1040192365,19960321,D,0,English,nationality,I find it ironic that we are hearing for the last 2 days how terrible it is that we have all these people coming into our country . we do not want these people in our country . we do not want these people who can not pass an [MASK] test to come to our country .,4.5785080146742985e-05,8.801650324130605e-07,2.9299944799277e-05,9.424186373507837e-07,2.1455231035361066e-05,1.621551064090454e-06,0.0005091720377095044,6.899788331793388e-07
1040112850_21,1040112850,19950808,R,0,immigrants,direct,I feel very strongly that we should not continue to have [MASK] coming to America . looking for a hand out rather than with their sleeves rolled up ready to go to work .,0.0001687555923126638,0.0002891385229304433,0.00016967109695542604,0.00013906107051298022,0.00013758514251094311,9.836882964009419e-05,0.015780311077833176,0.0011865339474752545
1040112850_21,1040112850,19950808,R,1,immigrants,direct,We have children of [MASK] in the U.S.,8.016728679649532e-05,2.9486433049896732e-05,0.0001919888163683936,4.269039709470235e-05,6.839201887487434e-06,1.860650081653148e-05,0.0015798944514244795,1.8366654330748133e-05
1040112850_21,1040112850,19950808,R,2,immigrants,direct,Most of us are grandchildren or greatgrandchildren of [MASK] .,0.00030548282666131854,4.090571019332856e-05,0.00018288625869899988,6.855979154352099e-05,4.446422099135816e-05,2.943306026281789e-05,0.0037014796398580074,2.9677723432541825e-05
1060202553_14,1060202553,20001028,R,0,immigrants,direct,Instead . the President wants to grant a blanket amnesty for millions of illegal [MASK] .,0.00046053106780163944,8.951647942012642e-06,2.5270514015574008e-05,9.528990631224588e-06,8.119527592498343e-06,1.1435890883149114e-05,0.00020274464623071253,7.173950052674627e-06
1070063318_15,1070063318,20010910,R,0,alien,direct,Yes . some people who are in this country end up marrying American citizens . and the American citizens find that their loved one is going to have to go back to their home country in order to be here legally . because they have married an illegal [MASK] .,3.431789082242176e-05,6.178780949994689e-06,7.883181751822121e-06,1.1237766557314899e-06,1.8737184291239828e-05,1.5301989151339512e-06,0.00046324083814397454,8.605918992543593e-06
CREC-2018-01-17-pt1-PgH457-2_0025_b000,CREC-2018-01-17-pt1-PgH457-2_0025,20180117,D,0,English,nationality,If you did nt get hired for the day . you could learn a skill . you could learn to speak [MASK] . you could learn about the cultural norms of our community .,3.918102265743073e-06,6.034912871655251e-07,4.736070309263596e-07,3.0153137231536675e-06,6.84147244101041e-06,2.7830949989038345e-07,1.4270879091782263e-06,6.688269422738813e-07
1080145476_106,1080145476,20040517,R,0,immigrants,direct,Now . yes . some illegal [MASK] have contributed . but let me note that many illegal immigrants who come here do not work at jobs where they take the taxes out of their paychecks .,1.3740114809479564e-05,4.733459718408994e-06,4.530768819677178e-06,4.080792223248864e-06,2.4841694994393038e-06,1.417684643456596e-06,4.192311462247744e-05,7.325246770051308e-06
1080145476_106,1080145476,20040517,R,1,immigrants,direct,Now . yes . some illegal immigrants have contributed . but let me note that many illegal [MASK] who come here do not work at jobs where they take the taxes out of their paychecks .,4.638022801373154e-06,1.8173412854594062e-06,1.3534379377233563e-06,8.858277169565554e-07,7.074266932249884e-07,2.715416655973968e-07,2.0437502826098353e-05,9.302381727138709e-07
CREC-2016-07-12-pt1-PgS4962_0009_b006,CREC-2016-07-12-pt1-PgS4962_0009,20160712,D,0,Somali,nationality,The parents . by the way . had been through 9/11 and understood what had happened then but have been able to live in our community . where we have the largest [MASK] population in our country . without a lot of discrimination . without a lot of hateful words even after 9/11 .,1.562601391924545e-05,7.318831194425002e-07,2.9742479455308057e-05,4.144613740209024e-06,4.165722657489823e-06,3.997940075350925e-05,7.884348451625556e-05,2.230957215942908e-05
1040116954_33,1040116954,19950906,R,0,immigrant,direct,The original bill that came out of the Finance Committee continued to invite people to come to America to go on welfare and literally would have allowed someone to come to America today as a legal [MASK] and go on welfare tomorrow .,0.00011449829617049545,5.915973815717734e-06,3.3423475542804226e-05,3.872482011502143e-06,9.645929821999744e-05,8.6782538346597e-06,0.0004165410064160824,0.0006449874490499496
1040254313_b000,1040254313,19960801,D,0,English,nationality,We are passing a law that says it is illegal for the Federal Government to print a document in a language other than [MASK] .,1.2369335422590666e-07,7.653979139377043e-08,5.6009515247978925e-08,5.3355329043824895e-08,3.9102170035221206e-07,2.9583873129013227e-08,7.532771064688859e-07,5.695575282516074e-07
1040254313_b000,1040254313,19960801,D,1,English,nationality,Chairman . if we want to do something to address the real problem of those very real people . then give paid leave to people so they can leave work and take care of their children . stop corporations from raiding the pension funds of their employees . provide health benefits for every working American in this country . fund bilingual education . so people can read and write the [MASK] language . and put our constituents back to work .,2.285765503984294e-06,3.410633269140817e-07,2.4358422479053843e-07,1.0400135579402559e-06,2.0038560251123272e-05,2.0272877065963257e-07,2.408434920653235e-05,9.394673270435305e-07
1100051653_18,1100051653,20070523,D,0,English,nationality,It is not amnesty because people have to pay a fine . people have to have a job . people have to contribute to our society . people have to pay their taxes . people have to learn [MASK] . people go to the very end of the line . are not even considered until they have been here 8 years . and it may take as long as 13 years .,0.00034760922426357865,8.203417382901534e-05,5.542883445741609e-05,2.7516656700754538e-05,0.00031478662276640534,5.722681635234039e-06,8.44072419567965e-05,4.2879102693405e-05
1100051653_18,1100051653,20070523,D,1,immigrants,direct,But the fact is that these 12 million undocumented [MASK] are going to be here whether we pass this bill or not .,5.1947379688499495e-05,8.917588274925947e-06,9.802704880712554e-06,3.6621077015297487e-06,2.0266632418497466e-05,2.9762002213828964e-06,0.00108308345079422,1.7235913674085168e-06
1110101805_55,1110101805,20091121,R,0,immigrants,direct,I have tremendous respect for those [MASK] who have come into our country in a legal way .,0.0006222657393664122,1.4921792171662673e-05,6.733568625350017e-06,6.010770448483527e-06,0.00015857270045671612,1.0233298780804034e-05,0.0045705209486186504,5.517045428860001e-05
CREC-2016-06-28-pt1-PgS4605_0068_b000,CREC-2016-06-28-pt1-PgS4605_0068,20160628,D,0,Puerto Rican,nationality,Basically . every [MASK] who moves to the mainland costs us about $ 2.500 . and we believe that . over the last several years . it has been about $ 175 million per year .,6.236343324417248e-05,4.84581760247238e-05,1.3898654287913814e-05,3.707920404849574e-05,1.7400770957465284e-05,7.219384860945866e-05,0.0008754041627980769,4.0251507016364485e-06
CREC-2016-06-28-pt1-PgS4605_0068_b000,CREC-2016-06-28-pt1-PgS4605_0068,20160628,D,1,Puerto Rican,nationality,The Senator represents a large [MASK] population . and the Senator has done great service for our foreign affairs and foreign policy .,2.3318667444982566e-05,1.6926800299188471e-06,5.2148525355733e-06,2.7868904908245895e-06,5.991339548927499e-06,7.127595381462015e-06,0.00016815194976516068,1.4610182915930636e-05
CREC-2017-09-06-pt1-PgS4988_0023_51,CREC-2017-09-06-pt1-PgS4988_0023,20170906,D,0,immigrants,direct,Generation after generation of [MASK] saw Lady Liberty . this welcoming symbol of freedom and opportunity . as their first glimpse of America .,4.022076609544456e-05,1.7749100607034052e-06,1.4824295249127317e-06,1.746470297803171e-05,2.895689249271527e-06,5.4198744692257605e-06,0.0050082094967365265,1.01548448583344e-06
CREC-2017-09-06-pt1-PgS4988_0027_26,CREC-2017-09-06-pt1-PgS4988_0027,20170906,I,0,English,nationality,In fact . many of these young people know [MASK] as their only language .,1.0427746701680007e-06,7.95775690676237e-07,6.851154239484458e-07,1.7139066130766878e-06,4.372017428977415e-06,1.1599229310377268e-06,2.8075182854081504e-06,7.286702157216496e-07
CREC-2017-09-06-pt1-PgS4988_0027_26,CREC-2017-09-06-pt1-PgS4988_0027,20170906,I,1,immigrants,direct,A recent poll -- I think it came out yesterday -- done by Morning Consult and Politico reports that 76 percent of those who were polled said the government should allow [MASK] brought to the United States illegally as children to remain here--76 percent .,0.0056347656063735485,0.00012471516674850136,8.815884939394891e-06,2.39970881921181e-06,3.109615499852225e-05,4.569150405586697e-05,0.0006067361682653427,2.212789695477113e-06
CREC-2014-11-19-pt1-PgS6115_0000_23,CREC-2014-11-19-pt1-PgS6115_0000,20141119,D,0,immigrant,direct,We do need more of those people because the [MASK] families who come to this country bring more than just determination and strength and a work ethic .,3.6227233067620546e-05,6.759715233783936e-06,9.432732440473046e-06,1.5499230357818305e-05,2.2138534404803067e-05,8.043490424824995e-07,0.00024442776339128613,2.1015014226577478e-06
1110037551_b000,1110037551,20090505,R,0,British,nationality,Paul Johnson is a living [MASK] historian who likes the United States .,3.874826870742254e-05,4.11085693485802e-06,3.940481747122249e-06,4.168923624092713e-06,2.840873275999911e-05,2.935462362074759e-06,0.00020484320702962577,1.3554104043578263e-06
920083334_b000,920083334,19710728,Unknown,0,Indian,nationality,I am an American . but just as important I am a Tlingit [MASK] from southeast Alaska .,0.000498723064083606,6.886300525366096e-06,1.0425189429952297e-05,1.6591853636782616e-05,4.758628347190097e-05,1.657623579376377e-05,0.0017937168013304472,4.5033775677438825e-05
920083334_b000,920083334,19710728,Unknown,1,Indian,nationality,I could say that I am an acculturated [MASK] .,0.013766149990260601,5.2209932619007304e-05,0.00029128961614333093,0.00014844516408629715,0.002251084428280592,0.001126911025494337,0.0011202142341062427,9.041961311595514e-05
920083334_b000,920083334,19710728,Unknown,2,Indian,nationality,We all know about [MASK] problems . the statistics . they are all over .,3.4750323720800225e-06,7.47729188788071e-07,3.4910340218630154e-06,8.283529950858792e-07,5.056325790064875e-06,1.3550729818234686e-06,2.519974259485025e-06,1.6714659523131559e-06
CREC-2016-07-07-pt1-PgH4497_0218_b000,CREC-2016-07-07-pt1-PgH4497_0218,20160707,D,0,English,nationality,The fact of life is that the gentleman picked the example of someone who learned [MASK] .,8.673171396367252e-05,4.375288699520752e-05,1.2368573152343743e-05,1.765585875546094e-05,9.984883945435286e-05,4.91328637508559e-06,7.321628800127655e-05,4.700873978435993e-05
